#,Date-Time (CDT),Temperature   (°C),RH   (%),Dew Point   (°C),Started,Button Down,Host Connected,End of File
45,06/16/2025 07:10:21,23.09,72.12,17.81,,,,
46,06/16/2025 07:11:21,23.11,72.14,17.84,,,,
47,06/16/2025 07:12:21,23.09,72.07,17.80,,,,
48,06/16/2025 07:13:21,23.12,72.12,17.84,,,,
49,06/16/2025 07:14:21,23.14,71.97,17.83,,,,
50,06/16/2025 07:15:21,23.15,72.09,17.87,,,,
51,06/16/2025 07:16:21,23.13,71.95,17.82,,,,
52,06/16/2025 07:17:21,23.15,72.00,17.85,,,,
53,06/16/2025 07:18:21,23.14,72.03,17.85,,,,
54,06/16/2025 07:19:21,23.13,71.94,17.82,,,,
55,06/16/2025 07:20:21,23.11,71.99,17.81,,,,
56,06/16/2025 07:21:21,23.11,72.04,17.82,,,,
57,06/16/2025 07:22:21,23.13,72.02,17.83,,,,
58,06/16/2025 07:23:21,23.05,71.94,17.73,,,,
59,06/16/2025 07:24:21,23.07,71.91,17.75,,,,
60,06/16/2025 07:25:21,23.10,71.89,17.77,,,,
61,06/16/2025 07:26:21,23.10,71.96,17.79,,,,
62,06/16/2025 07:27:21,23.10,71.80,17.75,,,,
63,06/16/2025 07:28:21,23.11,71.74,17.75,,,,
64,06/16/2025 07:29:21,23.13,71.80,17.78,,,,
65,06/16/2025 07:30:21,23.14,71.56,17.74,,,,
66,06/16/2025 07:31:21,23.11,71.61,17.72,,,,
67,06/16/2025 07:32:21,23.14,71.56,17.74,,,,
68,06/16/2025 07:33:21,23.13,71.48,17.71,,,,
69,06/16/2025 07:34:21,23.13,71.49,17.72,,,,
70,06/16/2025 07:35:21,23.14,71.43,17.71,,,,
71,06/16/2025 07:36:21,23.10,71.43,17.67,,,,
72,06/16/2025 07:37:21,23.15,71.48,17.73,,,,
73,06/16/2025 07:38:21,23.16,71.41,17.73,,,,
74,06/16/2025 07:39:21,23.17,71.31,17.72,,,,
75,06/16/2025 07:40:21,23.18,71.29,17.72,,,,
76,06/16/2025 07:41:21,23.20,71.27,17.73,,,,
77,06/16/2025 07:42:21,23.24,71.14,17.74,,,,
78,06/16/2025 07:43:21,23.29,71.09,17.78,,,,
79,06/16/2025 07:44:21,23.27,71.03,17.75,,,,
80,06/16/2025 07:45:21,23.28,71.09,17.77,,,,
81,06/16/2025 07:46:21,23.30,71.03,17.78,,,,
82,06/16/2025 07:47:21,23.35,70.99,17.81,,,,
83,06/16/2025 07:48:21,23.31,71.02,17.79,,,,
84,06/16/2025 07:49:21,23.34,70.97,17.80,,,,
85,06/16/2025 07:50:21,23.41,70.93,17.86,,,,
86,06/16/2025 07:51:21,23.43,70.75,17.84,,,,
87,06/16/2025 07:52:21,23.49,70.68,17.87,,,,
88,06/16/2025 07:53:21,23.51,70.65,17.89,,,,
89,06/16/2025 07:54:21,23.55,70.57,17.91,,,,
90,06/16/2025 07:55:21,23.60,70.38,17.92,,,,
91,06/16/2025 07:56:21,23.65,70.35,17.95,,,,
92,06/16/2025 07:57:21,23.70,70.25,17.98,,,,
93,06/16/2025 07:58:21,23.75,70.15,18.01,,,,
94,06/16/2025 07:59:21,23.79,70.09,18.03,,,,
95,06/16/2025 08:00:21,23.82,70.08,18.06,,,,
96,06/16/2025 08:01:21,23.88,69.89,18.07,,,,
97,06/16/2025 08:02:21,23.90,69.83,18.08,,,,
98,06/16/2025 08:03:21,23.96,69.79,18.13,,,,
99,06/16/2025 08:04:21,24.09,69.68,18.22,,,,
100,06/16/2025 08:05:21,24.29,69.32,18.34,,,,
101,06/16/2025 08:06:21,24.49,68.68,18.38,,,,
102,06/16/2025 08:07:21,24.60,68.25,18.38,,,,
103,06/16/2025 08:08:21,24.63,68.07,18.37,,,,
104,06/16/2025 08:09:21,24.64,68.06,18.38,,,,
105,06/16/2025 08:10:21,24.68,68.06,18.41,,,,
106,06/16/2025 08:11:21,24.66,68.10,18.41,,,,
107,06/16/2025 08:12:21,24.63,68.00,18.36,,,,
108,06/16/2025 08:13:21,24.65,68.02,18.38,,,,
109,06/16/2025 08:14:21,24.68,68.14,18.43,,,,
110,06/16/2025 08:15:21,24.69,68.03,18.41,,,,
111,06/16/2025 08:16:21,24.70,68.03,18.42,,,,
112,06/16/2025 08:17:21,24.73,67.88,18.42,,,,
113,06/16/2025 08:18:21,24.86,67.80,18.52,,,,
114,06/16/2025 08:19:21,24.94,67.58,18.55,,,,
115,06/16/2025 08:20:21,25.02,67.32,18.56,,,,
116,06/16/2025 08:21:21,25.06,67.13,18.56,,,,
117,06/16/2025 08:22:21,25.09,67.12,18.59,,,,
118,06/16/2025 08:23:21,25.13,67.15,18.62,,,,
119,06/16/2025 08:24:21,25.14,67.13,18.63,,,,
120,06/16/2025 08:25:21,25.13,67.20,18.64,,,,
121,06/16/2025 08:26:21,25.06,67.20,18.57,,,,
122,06/16/2025 08:27:21,25.06,67.45,18.63,,,,
123,06/16/2025 08:28:21,25.12,67.39,18.67,,,,
124,06/16/2025 08:29:21,25.21,67.34,18.75,,,,
125,06/16/2025 08:30:21,25.33,67.07,18.80,,,,
126,06/16/2025 08:31:21,25.45,66.80,18.85,,,,
127,06/16/2025 08:32:21,25.51,66.64,18.87,,,,
128,06/16/2025 08:33:21,25.53,66.51,18.86,,,,
129,06/16/2025 08:34:21,25.57,66.54,18.90,,,,
130,06/16/2025 08:35:21,25.60,66.53,18.93,,,,
131,06/16/2025 08:36:21,25.56,66.48,18.87,,,,
132,06/16/2025 08:37:21,25.52,66.56,18.86,,,,
133,06/16/2025 08:38:21,25.48,66.59,18.83,,,,
134,06/16/2025 08:39:21,25.48,66.80,18.88,,,,
135,06/16/2025 08:40:21,25.45,66.75,18.84,,,,
136,06/16/2025 08:41:21,25.48,66.75,18.87,,,,
137,06/16/2025 08:42:21,25.52,66.63,18.88,,,,
138,06/16/2025 08:43:21,25.50,66.69,18.87,,,,
139,06/16/2025 08:44:21,25.50,66.76,18.89,,,,
140,06/16/2025 08:45:21,25.56,66.89,18.97,,,,
141,06/16/2025 08:46:21,25.61,66.74,18.99,,,,
142,06/16/2025 08:47:21,25.81,66.53,19.13,,,,
143,06/16/2025 08:48:21,25.95,66.02,19.14,,,,
144,06/16/2025 08:49:21,26.04,65.77,19.16,,,,
145,06/16/2025 08:50:21,26.04,65.61,19.12,,,,
146,06/16/2025 08:51:21,26.10,65.60,19.18,,,,
147,06/16/2025 08:52:21,26.13,65.61,19.21,,,,
148,06/16/2025 08:53:21,26.10,65.61,19.18,,,,
149,06/16/2025 08:54:21,26.13,65.66,19.22,,,,
150,06/16/2025 08:55:21,26.12,65.62,19.20,,,,
151,06/16/2025 08:56:21,26.16,65.48,19.20,,,,
152,06/16/2025 08:57:21,26.16,65.52,19.21,,,,
153,06/16/2025 08:58:21,26.17,65.49,19.21,,,,
154,06/16/2025 08:59:21,26.19,65.48,19.23,,,,
155,06/16/2025 09:00:21,26.21,65.46,19.25,,,,
156,06/16/2025 09:01:21,26.23,65.46,19.27,,,,
157,06/16/2025 09:02:21,26.25,65.55,19.31,,,,
158,06/16/2025 09:03:21,26.34,65.56,19.39,,,,
159,06/16/2025 09:04:21,26.47,65.31,19.45,,,,
160,06/16/2025 09:05:21,26.58,65.11,19.52,,,,
161,06/16/2025 09:06:21,26.67,64.78,19.51,,,,
162,06/16/2025 09:07:21,26.72,64.40,19.47,,,,
163,06/16/2025 09:08:21,26.72,64.38,19.47,,,,
164,06/16/2025 09:09:21,26.68,64.45,19.44,,,,
165,06/16/2025 09:10:21,26.66,64.54,19.45,,,,
166,06/16/2025 09:11:21,26.70,64.62,19.51,,,,
167,06/16/2025 09:12:21,26.67,64.51,19.45,,,,
168,06/16/2025 09:13:21,26.71,64.58,19.51,,,,
169,06/16/2025 09:14:21,26.70,64.56,19.49,,,,
170,06/16/2025 09:15:21,26.71,64.52,19.49,,,,
171,06/16/2025 09:16:21,26.71,64.60,19.51,,,,
172,06/16/2025 09:17:21,26.72,64.44,19.48,,,,
173,06/16/2025 09:18:21,26.75,64.45,19.50,,,,
174,06/16/2025 09:19:21,26.79,64.53,19.56,,,,
175,06/16/2025 09:20:21,26.93,64.44,19.67,,,,
176,06/16/2025 09:21:21,27.01,64.04,19.65,,,,
177,06/16/2025 09:22:21,27.09,63.85,19.68,,,,
178,06/16/2025 09:23:21,27.12,63.73,19.68,,,,
179,06/16/2025 09:24:21,27.12,63.82,19.70,,,,
180,06/16/2025 09:25:21,27.12,63.75,19.68,,,,
181,06/16/2025 09:26:21,27.08,63.71,19.63,,,,
182,06/16/2025 09:27:21,27.10,63.83,19.68,,,,
183,06/16/2025 09:28:21,27.09,63.70,19.64,,,,
184,06/16/2025 09:29:21,27.07,63.84,19.66,,,,
185,06/16/2025 09:30:21,27.12,63.99,19.74,,,,
186,06/16/2025 09:31:21,27.13,63.84,19.72,,,,
187,06/16/2025 09:32:21,27.15,63.69,19.70,,,,
188,06/16/2025 09:33:21,27.11,63.82,19.69,,,,
189,06/16/2025 09:34:21,27.17,63.64,19.71,,,,
190,06/16/2025 09:35:21,27.24,63.52,19.74,,,,
191,06/16/2025 09:36:21,27.31,63.45,19.79,,,,
192,06/16/2025 09:37:21,27.51,63.33,19.94,,,,
193,06/16/2025 09:38:21,27.71,62.63,19.95,,,,
194,06/16/2025 09:39:21,27.81,62.26,19.95,,,,
195,06/16/2025 09:40:21,27.84,62.11,19.94,,,,
196,06/16/2025 09:41:21,27.87,62.09,19.97,,,,
197,06/16/2025 09:42:21,27.86,62.38,20.03,,,,
198,06/16/2025 09:43:21,27.80,62.38,19.97,,,,
199,06/16/2025 09:44:21,27.84,62.55,20.05,,,,
200,06/16/2025 09:45:21,27.80,62.52,20.01,,,,
201,06/16/2025 09:46:21,27.75,62.44,19.94,,,,
202,06/16/2025 09:47:21,27.73,62.21,19.87,,,,
203,06/16/2025 09:48:21,27.78,62.32,19.93,,,,
204,06/16/2025 09:49:21,27.79,62.38,19.96,,,,
205,06/16/2025 09:50:21,27.81,62.30,19.96,,,,
206,06/16/2025 09:51:21,27.84,62.28,19.98,,,,
207,06/16/2025 09:52:21,27.88,62.13,19.99,,,,
208,06/16/2025 09:53:21,27.94,62.12,20.03,,,,
209,06/16/2025 09:54:21,28.09,61.97,20.14,,,,
210,06/16/2025 09:55:21,28.09,61.81,20.09,,,,
211,06/16/2025 09:56:21,28.17,61.45,20.08,,,,
212,06/16/2025 09:57:21,28.20,61.35,20.08,,,,
213,06/16/2025 09:58:21,28.26,61.54,20.18,,,,
214,06/16/2025 09:59:21,28.25,61.43,20.15,,,,
215,06/16/2025 10:00:21,28.23,61.00,20.01,,,,
216,06/16/2025 10:01:21,28.18,61.32,20.06,,,,
217,06/16/2025 10:02:21,28.12,60.93,19.89,,,,
218,06/16/2025 10:03:21,28.05,61.33,19.94,,,,
219,06/16/2025 10:04:21,28.01,61.60,19.97,,,,
220,06/16/2025 10:05:21,27.99,61.75,19.99,,,,
221,06/16/2025 10:06:21,27.98,62.03,20.05,,,,
222,06/16/2025 10:07:21,27.98,62.01,20.05,,,,
223,06/16/2025 10:08:21,27.93,62.02,20.00,,,,
224,06/16/2025 10:09:21,27.95,61.85,19.97,,,,
225,06/16/2025 10:10:21,27.93,61.55,19.88,,,,
226,06/16/2025 10:11:21,27.87,61.48,19.81,,,,
227,06/16/2025 10:12:21,27.89,61.65,19.87,,,,
228,06/16/2025 10:13:21,27.86,61.62,19.83,,,,
229,06/16/2025 10:14:21,27.84,61.81,19.86,,,,
230,06/16/2025 10:15:21,27.83,62.04,19.91,,,,
231,06/16/2025 10:16:21,27.87,62.45,20.06,,,,
232,06/16/2025 10:17:21,27.94,62.08,20.02,,,,
233,06/16/2025 10:18:21,27.98,62.00,20.04,,,,
234,06/16/2025 10:19:21,28.08,61.56,20.02,,,,
235,06/16/2025 10:20:21,28.11,61.35,19.99,,,,
236,06/16/2025 10:21:21,28.18,61.31,20.05,,,,
237,06/16/2025 10:22:21,28.19,61.56,20.13,,,,
238,06/16/2025 10:23:21,28.28,61.44,20.18,,,,
239,06/16/2025 10:24:21,28.41,61.09,20.21,,,,
240,06/16/2025 10:25:21,28.49,60.86,20.23,,,,
241,06/16/2025 10:26:21,28.80,60.40,20.40,,,,
242,06/16/2025 10:27:21,29.36,58.85,20.50,,,,
243,06/16/2025 10:28:21,29.95,57.57,20.69,,,,
244,06/16/2025 10:29:21,30.50,56.23,20.82,,,,
245,06/16/2025 10:30:21,30.99,55.03,20.92,,,,
246,06/16/2025 10:31:21,31.54,53.32,20.92,,,,
247,06/16/2025 10:32:21,32.08,52.49,21.15,,,,
248,06/16/2025 10:33:21,32.58,51.13,21.19,,,,
249,06/16/2025 10:34:21,33.01,50.23,21.30,,,,
250,06/16/2025 10:35:21,33.46,49.32,21.41,,,,
251,06/16/2025 10:36:21,33.92,48.52,21.56,,,,
252,06/16/2025 10:37:21,34.29,48.15,21.77,,,,
253,06/16/2025 10:38:21,34.78,47.41,21.96,,,,
254,06/16/2025 10:39:21,35.28,45.99,21.92,,,,
255,06/16/2025 10:40:21,35.52,45.32,21.89,,,,
256,06/16/2025 10:41:21,35.66,45.24,21.99,,,,
257,06/16/2025 10:42:21,35.94,44.74,22.06,,,,
258,06/16/2025 10:43:21,36.18,44.29,22.12,,,,
259,06/16/2025 10:44:21,36.41,44.17,22.28,,,,
260,06/16/2025 10:45:21,36.61,42.94,21.99,,,,
261,06/16/2025 10:46:21,36.84,42.75,22.12,,,,
262,06/16/2025 10:47:21,36.96,42.50,22.13,,,,
263,06/16/2025 10:48:21,36.99,42.40,22.12,,,,
264,06/16/2025 10:49:21,37.10,42.27,22.17,,,,
265,06/16/2025 10:50:21,37.20,42.14,22.21,,,,
266,06/16/2025 10:51:21,37.36,41.53,22.11,,,,
267,06/16/2025 10:52:21,37.45,41.60,22.22,,,,
268,06/16/2025 10:53:21,37.65,41.60,22.40,,,,
269,06/16/2025 10:54:21,37.97,40.40,22.21,,,,
270,06/16/2025 10:55:21,38.01,40.38,22.23,,,,
271,06/16/2025 10:56:21,38.03,40.03,22.10,,,,
272,06/16/2025 10:57:21,38.10,40.03,22.17,,,,
273,06/16/2025 10:58:21,38.26,40.32,22.43,,,,
274,06/16/2025 10:59:21,38.29,39.58,22.15,,,,
275,06/16/2025 11:00:21,37.79,40.48,22.08,,,,
276,06/16/2025 11:01:21,37.10,41.64,21.92,,,,
277,06/16/2025 11:02:21,36.34,42.77,21.69,,,,
278,06/16/2025 11:03:21,35.67,43.86,21.49,,,,
279,06/16/2025 11:04:21,34.98,45.24,21.38,,,,
280,06/16/2025 11:05:21,34.41,46.21,21.21,,,,
281,06/16/2025 11:06:21,33.92,47.31,21.15,,,,
282,06/16/2025 11:07:21,33.49,48.22,21.07,,,,
283,06/16/2025 11:08:21,33.12,48.94,20.97,,,,
284,06/16/2025 11:09:21,32.75,49.32,20.76,,,,
285,06/16/2025 11:10:21,32.41,60.00,23.67,,,,
286,06/16/2025 11:11:21,32.30,50.64,20.78,,,,
287,06/16/2025 11:12:21,32.07,52.48,21.14,,,,
288,06/16/2025 11:13:21,31.87,46.77,19.10,,,,
289,06/16/2025 11:14:21,31.57,44.80,18.14,,,,
290,06/16/2025 11:15:21,31.23,42.54,17.01,,,,
291,06/16/2025 11:16:21,30.92,41.95,16.51,,,,
292,06/16/2025 11:17:21,30.56,41.76,16.12,,,,
293,06/16/2025 11:18:21,30.31,42.79,16.27,,,,
294,06/16/2025 11:19:21,30.02,42.18,15.79,,,,
295,06/16/2025 11:20:21,29.78,41.67,15.39,,,,
296,06/16/2025 11:21:21,29.53,42.34,15.41,,,,
297,06/16/2025 11:22:21,29.34,43.00,15.48,,,,
298,06/16/2025 11:23:21,29.17,42.74,15.23,,,,
299,06/16/2025 11:24:21,29.01,47.76,16.83,,,,
300,06/16/2025 11:25:21,29.19,55.10,19.27,,,,
301,06/16/2025 11:26:21,29.49,51.55,18.48,,,,
302,06/16/2025 11:27:21,29.64,47.45,17.30,,,,
303,06/16/2025 11:28:21,29.59,44.99,16.41,,,,
304,06/16/2025 11:29:21,29.46,43.60,15.80,,,,
305,06/16/2025 11:30:21,29.23,53.13,18.73,,Logged,,
306,06/16/2025 11:30:22,,,,,Logged,,
307,06/16/2025 11:30:31,,,,,,Logged,Logged
